c52_80.txt;40924.0;10.096;37338.0;9.524;;1.0;19.62
c52_81.txt;26193.4;4.166;24902.8;2.424;;9.0;6.59
c52_82.txt;43699.0;23.436;41735.6;9.585;;13.0;33.021
c52_83.txt;33495.0;8.056;30097.0;5.304;;1.0;13.36
c52_84.txt;38606.4;8.729;37450.6;5.048;;1.0;13.777
c52_85.txt;28336.4;4.767;28188.4;3.242;;7.0;8.009
c52_86.txt;33937.8;11.335;33937.8;4.707;;1.0;16.042
c52_87.txt;27697.0;5.238;27593.8;3.578;;1.0;8.815
c52_88.txt;34623.0;8.869;34623.0;5.619;;1.0;14.488
c52_89.txt;36321.0;17.914;33884.0;6.969;;3.0;24.883
c52_90.txt;45815.0;26.336;42772.0;10.316;;3.0;36.652
c52_91.txt;36144.0;10.939;33725.0;6.387;;1.0;17.326
c52_92.txt;40117.0;16.012;39087.0;11.204;;11.0;27.216
c52_93.txt;41948.4;12.001;39773.0;10.054;;17.0;22.055
c52_94.txt;46038.2;24.488;45218.2;11.375;;31.0;35.863
c52_95.txt;36962.0;14.52;36034.6;7.134;;16.0;21.654
c52_96.txt;50855.6;26.121;49540.0;11.985;;24.0;38.106
c52_97.txt;66347.4;53.557;66347.4;12.665;;60.0;66.222
c52_98.txt;83480.2;65.265;83480.2;26.038;;211.0;91.302
c52_99.txt;75700.6;53.324;75518.4;27.432;;272.0;80.756
c52_100.txt;66672.2;45.672;66631.0;14.315;;52.0;59.987
c52_101.txt;73387.0;62.904;73369.5;22.837;;354.0;85.741
c52_102.txt;82371.0;63.458;81427.5;22.64;;134.0;86.098
c52_103.txt;72009.0;59.674;72009.0;22.73;;69.0;82.404
c52_104.txt;72897.5;44.925;72897.5;13.25;;266.0;58.175
c52_105.txt;71528.2;50.911;71382.6;23.473;;69.0;74.384
c52_106.txt;83922.8;43.264;83702.999;27.343;;48.0;70.607
c52_107.txt;64510.8;129.811;64067.8;20.147;;46.0;149.958
c52_108.txt;66912.6;54.042;66727.6;15.793;;41.0;69.834
