Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 4446 rows, 4342 columns and 18122 nonzeros
Model fingerprint: 0xdde2805d
Variable types: 4238 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+02]
  Objective range  [8e-01, 2e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+01, 2e+02]
Presolve removed 129 rows and 76 columns
Presolve time: 0.03s
Presolved: 4317 rows, 4266 columns, 16718 nonzeros
Variable types: 4163 continuous, 103 integer (103 binary)
Found heuristic solution: objective 20800.000000

Root relaxation: objective 8.597783e+03, 3210 iterations, 0.11 seconds (0.11 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  6740  3381 9545.60418   28   84 9771.00000 9540.29266  2.36%  66.2   85s
  7184  3630 9565.29552   34   68 9771.00000 9543.20263  2.33%  66.8   90s
  7678  3879 9638.83390   32   70 9771.00000 9545.65623  2.31%  66.8   95s
  8177  4150 9720.18136   43   60 9771.00000 9547.64642  2.29%  66.9  100s
  8642  4385 9558.14707   31   77 9771.00000 9549.45515  2.27%  67.2  105s
  9117  4665 9685.65501   40   63 9771.00000 9551.04645  2.25%  67.4  110s
  9629  4949     cutoff   53      9771.00000 9552.33687  2.24%  67.4  115s
 10103  5209 9741.36870   43   58 9771.00000 9553.84039  2.22%  67.6  120s
 10203  5252 9730.24714   43   94 9771.00000 9554.01437  2.22%  67.7  139s
 10207  5255 9717.99527   48   90 9771.00000 9554.01437  2.22%  67.6  140s
 10236  5274 9617.68488   36   98 9771.00000 9554.01437  2.22%  67.4  145s
 10259  5289 9760.54665   48   97 9771.00000 9554.01437  2.22%  67.3  150s
 10264  5295 9554.01437   34   94 9771.00000 9554.01437  2.22%  67.8  155s
 10267  5297 9554.01437   35   90 9771.00000 9554.01437  2.22%  67.8  160s
 10272  5300 9554.01437   38   82 9771.00000 9554.01437  2.22%  67.8  165s
 10607  5459 9596.71819   44   61 9771.00000 9554.01437  2.22%  67.9  170s
 10880  5552 9554.01437   37   86 9771.00000 9554.01437  2.22%  67.8  175s
H11164  5381                    9754.8000000 9554.01437  2.06%  67.9  179s
 11209  5404 9649.24802   48   56 9754.80000 9554.01437  2.06%  67.9  180s
H11409  5196                    9751.6000000 9554.01437  2.03%  68.0  184s
 11483  5221     cutoff   65      9751.60000 9554.01437  2.03%  68.0  185s
 11926  5312 9685.05827   50   66 9751.60000 9554.01437  2.03%  68.5  190s
 12302  5410 9711.45269   56   44 9751.60000 9554.01437  2.03%  69.0  195s
 12659  5493 9622.15934   45   71 9751.60000 9558.64311  1.98%  69.6  200s
 13041  5587 9616.76654   47   74 9751.60000 9562.58872  1.94%  70.0  205s
 13369  5660 9688.84214   49   67 9751.60000 9564.65030  1.92%  70.5  210s
 13773  5745 9704.81394   56   59 9751.60000 9566.62387  1.90%  71.0  215s
 14122  5807 9607.41613   41   76 9751.60000 9569.00625  1.87%  71.5  220s
 14525  5897 9642.65207   46   72 9751.60000 9570.82863  1.85%  72.0  225s
 14754  5930 9660.49982   45   73 9751.60000 9573.21803  1.83%  72.1  230s
 15093  6017 9744.33389   64   43 9751.60000 9574.09961  1.82%  72.5  235s
 15334  6079 9738.19891   54   50 9751.60000 9575.23362  1.81%  72.7  240s
 15696  6148 9601.75135   40   80 9751.60000 9576.30182  1.80%  73.0  245s
 16100  6249 9734.58143   59   49 9751.60000 9578.63771  1.77%  73.4  250s
 16517  6293     cutoff   69      9751.60000 9580.36925  1.76%  73.8  255s
 16929  6400 9715.37956   46   74 9751.60000 9582.38859  1.74%  74.1  260s
 17288  6460 9749.17206   68   32 9751.60000 9584.01066  1.72%  74.5  265s
 17749  6545     cutoff   53      9751.60000 9586.12185  1.70%  74.6  270s
 18186  6622 9732.82124   50   60 9751.60000 9587.28695  1.68%  74.8  275s
 18622  6704 9695.13633   48   57 9751.60000 9588.36233  1.67%  75.0  280s
 19066  6767 9620.95299   46   68 9751.60000 9589.56185  1.66%  75.1  285s
 19479  6826 9616.52585   44   71 9751.60000 9590.80207  1.65%  75.3  290s
 19910  6902 9607.49772   44   77 9751.60000 9592.21669  1.63%  75.5  295s
 20350  7003 9659.72053   47   77 9751.60000 9593.42484  1.62%  75.6  300s
 20751  7084 9699.72182   51   62 9751.60000 9594.72873  1.61%  75.9  305s
 20978  7127 9628.80991   48   67 9751.60000 9595.02693  1.61%  76.0  313s
 21104  7155 9684.44383   44   73 9751.60000 9595.39844  1.60%  76.0  315s
 21506  7202 9651.40912   46   76 9751.60000 9596.60790  1.59%  76.2  320s
 21891  7256 9740.40481   56   54 9751.60000 9597.20711  1.58%  76.5  325s
 22307  7316 9730.68006   50   53 9751.60000 9598.27362  1.57%  76.6  330s
 22618  7361 9708.44078   49   53 9751.60000 9598.78870  1.57%  76.8  337s
 22840  7408 9703.65980   52   57 9751.60000 9599.53539  1.56%  76.9  340s
 23318  7434 9666.60727   48   76 9751.60000 9600.31025  1.55%  76.9  345s
 23755  7480 9651.73051   47   69 9751.60000 9601.20721  1.54%  77.0  350s
 23994  7530 9751.25445   53   62 9751.60000 9601.42625  1.54%  77.2  355s
 24440  7604 9630.59821   46   69 9751.60000 9602.32912  1.53%  77.3  360s
 24903  7764 9604.30800   42   81 9751.60000 9603.17717  1.52%  77.3  365s
 25349  7981 9745.92908   54   55 9751.60000 9604.25423  1.51%  77.4  370s
 25791  8179 9749.46493   55   51 9751.60000 9605.04623  1.50%  77.5  375s
 26183  8335 9642.50942   41   71 9751.60000 9605.58300  1.50%  77.7  380s
 26617  8550 9730.38077   63   34 9751.60000 9605.96907  1.49%  77.8  385s
 27024  8727 9706.18705   47   59 9751.60000 9606.38427  1.49%  77.9  390s
 27417  8927 9643.63769   47   66 9751.60000 9607.13896  1.48%  78.0  395s
 27854  9108 9628.56725   41   76 9751.60000 9607.72098  1.48%  78.1  400s
 28269  9270 9643.20159   46   77 9751.60000 9608.55477  1.47%  78.2  405s
 28708  9468 9716.50328   50   56 9751.60000 9609.25428  1.46%  78.2  410s
 29155  9656 9731.23206   47   72 9751.60000 9610.07196  1.45%  78.3  415s
 29599  9830 9744.51541   58   54 9751.60000 9610.61288  1.45%  78.3  420s
 30049  9997 9613.81280   43   78 9751.60000 9611.10222  1.44%  78.3  425s
 30425 10155 9653.83617   41   79 9751.60000 9611.71594  1.43%  78.5  430s
 30828 10332 9673.20923   49   65 9751.60000 9611.99898  1.43%  78.6  435s
 31278 10522 9703.82206   54   54 9751.60000 9612.56808  1.43%  78.7  440s
 31710 10740 9638.10565   44   69 9751.60000 9613.00131  1.42%  78.7  445s
 32114 10901 9695.43747   52   68 9751.60000 9613.45838  1.42%  78.8  450s
 32448 11040 9684.25327   51   64 9751.60000 9613.95127  1.41%  78.9  457s
 32642 11130 9688.04993   51   69 9751.60000 9614.07242  1.41%  78.9  460s
 33074 11329 9639.96515   41   77 9751.60000 9614.54634  1.41%  78.9  465s
 33453 11495 9709.83887   54   49 9751.60000 9614.94087  1.40%  79.1  470s
 33942 11698 9684.56326   42   75 9751.60000 9615.38832  1.40%  79.1  475s
 34359 11847 9717.49016   57   46 9751.60000 9615.85013  1.39%  79.2  480s
 34814 12035 9700.37793   52   57 9751.60000 9616.24135  1.39%  79.2  485s
 35214 12186 9684.89364   50   70 9751.60000 9616.66463  1.38%  79.4  490s
 35651 12372 9728.25947   54   60 9751.60000 9617.15665  1.38%  79.4  495s
 35998 12515 9666.42383   49   70 9751.60000 9617.49722  1.38%  79.6  500s
 36430 12667 9736.25788   56   55 9751.60000 9617.90503  1.37%  79.6  505s
 36873 12840 9733.26719   60   35 9751.60000 9618.21897  1.37%  79.7  510s
 37321 13033 9651.85677   46   73 9751.60000 9618.43998  1.37%  79.7  515s
 37749 13203 9749.29730   53   59 9751.60000 9618.68673  1.36%  79.7  520s
 38184 13373 9737.72866   58   48 9751.60000 9619.20256  1.36%  79.8  525s
 38596 13546 9701.24695   54   50 9751.60000 9619.65856  1.35%  79.8  530s
 39036 13733     cutoff   55      9751.60000 9619.99329  1.35%  79.9  535s
 39477 13892 9650.02616   47   65 9751.60000 9620.47437  1.34%  79.9  540s
 39923 14071 9719.87220   51   59 9751.60000 9620.83699  1.34%  79.9  545s
 40386 14249 9658.57093   47   67 9751.60000 9621.26234  1.34%  79.9  550s
 40840 14437 9669.65104   44   72 9751.60000 9621.60519  1.33%  79.9  555s
 41267 14638     cutoff   58      9751.60000 9621.87474  1.33%  79.9  560s
 41665 14811 9651.97784   46   72 9751.60000 9622.25032  1.33%  79.9  565s
 42067 14944 9642.88381   45   70 9751.60000 9622.57959  1.32%  80.0  570s
 42482 15104 9704.26126   49   70 9751.60000 9623.04873  1.32%  80.1  575s
 42915 15268 9631.05507   45   70 9751.60000 9623.53117  1.31%  80.1  580s
 43261 15400 9739.23150   57   50 9751.60000 9623.68949  1.31%  80.1  587s
 43418 15467 9705.65121   49   64 9751.60000 9623.83412  1.31%  80.1  590s
 43830 15642 9749.38354   52   65 9751.60000 9624.18380  1.31%  80.2  595s
 44277 15828 9721.52223   46   56 9751.60000 9624.57032  1.30%  80.2  600s
 44718 16016     cutoff   57      9751.60000 9624.84814  1.30%  80.2  605s
 45145 16139 9645.67955   45   69 9751.60000 9625.12287  1.30%  80.3  610s
 45572 16294 9660.69025   49   64 9751.60000 9625.38778  1.29%  80.3  615s
 46042 16464 9646.13865   42   65 9751.60000 9625.88634  1.29%  80.3  620s
 46439 16626 9714.97367   56   60 9751.60000 9626.24973  1.29%  80.3  625s
 46865 16779 9741.33569   54   64 9751.60000 9626.57981  1.28%  80.4  630s
 47333 16956 9662.10782   42   78 9751.60000 9626.79899  1.28%  80.3  635s
 47774 17115 9666.83354   49   71 9751.60000 9627.14564  1.28%  80.4  640s
 48210 17306 9728.08019   49   61 9751.60000 9627.33459  1.27%  80.4  645s
 48623 17441     cutoff   55      9751.60000 9627.53646  1.27%  80.4  650s
 49044 17607 9713.46660   50   59 9751.60000 9627.79192  1.27%  80.5  655s
 49507 17781 9736.65908   52   68 9751.60000 9628.15067  1.27%  80.5  660s
 49966 17958 9696.75688   50   66 9751.60000 9628.48821  1.26%  80.5  665s
 50312 18067 9643.10615   44   72 9751.60000 9628.63537  1.26%  80.5  670s
 50758 18252 9747.55611   60   45 9751.60000 9628.84567  1.26%  80.5  675s
 51254 18418 9690.10698   48   63 9751.60000 9629.08560  1.26%  80.4  680s
 51669 18556 9670.37170   47   61 9751.60000 9629.33802  1.25%  80.5  685s
 52091 18702 9647.13641   47   68 9751.60000 9629.57737  1.25%  80.6  690s
 52533 18883 9684.04979   49   63 9751.60000 9629.84952  1.25%  80.6  695s
 52965 19049 9729.38886   56   45 9751.60000 9630.08674  1.25%  80.6  700s
 53327 19160 9660.49187   49   67 9751.60000 9630.27830  1.24%  80.6  705s
 53743 19303 9650.73118   48   74 9751.60000 9630.54623  1.24%  80.6  710s
 54206 19481 9709.56743   52   67 9751.60000 9630.78979  1.24%  80.6  715s
 54628 19632 9746.19290   56   53 9751.60000 9631.02804  1.24%  80.7  720s
 55100 19819 9649.36419   46   70 9751.60000 9631.24259  1.23%  80.7  725s
 55520 19956 9748.92879   51   61 9751.60000 9631.40424  1.23%  80.7  730s
 55928 20103 9724.42464   53   64 9751.60000 9631.68103  1.23%  80.8  735s
 56040 20149 9673.07739   49   66 9751.60000 9631.75199  1.23%  80.8  740s
 56357 20280 9736.18690   51   56 9751.60000 9631.90355  1.23%  80.8  750s
 56804 20451 9643.41760   48   73 9751.60000 9632.14199  1.23%  80.8  755s
 57278 20604 9699.56854   48   60 9751.60000 9632.45882  1.22%  80.7  760s
 57715 20774 9735.96367   50   60 9751.60000 9632.77200  1.22%  80.7  765s
 58175 20939 9702.38283   51   63 9751.60000 9632.96974  1.22%  80.7  770s
 58584 21098 9688.02617   47   67 9751.60000 9633.16076  1.21%  80.7  775s
 59022 21264     cutoff   55      9751.60000 9633.37416  1.21%  80.8  780s
 59481 21431 9747.06178   58   55 9751.60000 9633.60049  1.21%  80.7  785s
 59900 21570 9740.46065   57   48 9751.60000 9633.86896  1.21%  80.8  790s
 60387 21728     cutoff   55      9751.60000 9634.01950  1.21%  80.7  795s
 60839 21884 9681.75803   48   70 9751.60000 9634.35214  1.20%  80.7  800s
 61312 22049 9656.75647   51   68 9751.60000 9634.56810  1.20%  80.7  805s
 61758 22234 9746.50431   50   62 9751.60000 9634.71625  1.20%  80.7  810s
 62208 22390 9648.32639   45   73 9751.60000 9635.00119  1.20%  80.7  815s
 62702 22537     cutoff   53      9751.60000 9635.19881  1.19%  80.7  820s
 63157 22689 9732.83506   52   66 9751.60000 9635.40659  1.19%  80.7  825s
 63497 22791 9692.62523   54   57 9751.60000 9635.56990  1.19%  80.7  830s
 63946 22972 9738.48396   60   50 9751.60000 9635.79295  1.19%  80.7  835s
 64408 23144 9672.49809   48   63 9751.60000 9635.98142  1.19%  80.7  840s
 64863 23289 9734.83411   61   37 9751.60000 9636.15153  1.18%  80.7  845s
 65314 23452 9689.97322   49   62 9751.60000 9636.33344  1.18%  80.7  850s
 65768 23610 9676.74528   43   61 9751.60000 9636.53153  1.18%  80.7  855s
 66174 23756     cutoff   58      9751.60000 9636.70452  1.18%  80.7  860s
 66631 23914 9697.49651   48   61 9751.60000 9636.99648  1.18%  80.6  865s
 67136 24081 9733.58805   54   50 9751.60000 9637.24233  1.17%  80.6  870s
 67564 24213 9719.71765   51   57 9751.60000 9637.49234  1.17%  80.6  875s
 67999 24347 9736.96950   51   49 9751.60000 9637.63009  1.17%  80.6  880s
 68470 24510 9682.69482   52   64 9751.60000 9637.82105  1.17%  80.6  885s
 68920 24667 9682.88033   46   68 9751.60000 9637.94274  1.17%  80.6  890s
 69370 24810 9660.68817   47   70 9751.60000 9638.14916  1.16%  80.6  895s
 69825 24973 9658.44785   44   66 9751.60000 9638.33304  1.16%  80.5  900s
 70160 25100 9722.91865   53   64 9751.60000 9638.40735  1.16%  80.5  905s
 70620 25230 9742.23117   50   67 9751.60000 9638.55957  1.16%  80.5  910s
 71052 25370 9699.61609   47   68 9751.60000 9638.75498  1.16%  80.5  915s
 71475 25481 9691.25388   51   67 9751.60000 9638.97113  1.15%  80.5  920s
 71768 25579 9682.02284   51   63 9751.60000 9639.06139  1.15%  80.5  928s
 71878 25629 9707.00589   51   63 9751.60000 9639.14819  1.15%  80.5  930s
 72345 25774 9656.23981   48   71 9751.60000 9639.33935  1.15%  80.5  935s
 72772 25880 9669.16606   44   71 9751.60000 9639.54053  1.15%  80.5  940s
 73193 26017 9727.39866   53   63 9751.60000 9639.70274  1.15%  80.5  945s
 73666 26159     cutoff   51      9751.60000 9639.83239  1.15%  80.5  950s
 74115 26296     cutoff   63      9751.60000 9640.08451  1.14%  80.5  955s
