Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 4446 rows, 4342 columns and 18122 nonzeros
Model fingerprint: 0x8cae3cbe
Variable types: 4238 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+02]
  Objective range  [5e-01, 5e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [2e+01, 1e+02]
Presolve removed 129 rows and 76 columns
Presolve time: 0.03s
Presolved: 4317 rows, 4266 columns, 16715 nonzeros
Variable types: 4163 continuous, 103 integer (103 binary)
Found heuristic solution: objective 52000.000000

Root relaxation: objective 1.673315e+04, 3306 iterations, 0.18 seconds (0.22 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

H  202   186                    24828.043478 20528.4715  17.3%  32.3    3s
H  202   180                    24378.500000 20528.4715  15.8%  32.3    3s
H  202   176                    24162.500000 20528.4715  15.0%  32.3    3s
*  263   229              86    24084.500000 20528.4715  14.8%  30.0    3s
H  416   353                    23877.000000 20547.6106  13.9%  34.4    4s
H  442   377                    23844.000000 20547.6106  13.8%  34.7    4s
H  466   317                    23028.500000 20547.6106  10.8%  35.0    4s
   494   333 20903.6753   13   63 23028.5000 20551.5539  10.8%  34.8    5s
   577   393 21610.5810   33   98 23028.5000 21195.9664  7.96%  30.9   10s
   649   442 21252.1807   14  101 23028.5000 21252.1807  7.71%  44.2   15s
*  779   493              90    22953.500000 21274.3891  7.32%  52.2   18s
H  785   461                    22717.475142 21277.1122  6.34%  52.2   19s
H  785   440                    22694.607531 21277.1122  6.25%  52.2   19s
   791   446 21330.0593   33   76 22694.6075 21277.1122  6.25%  52.4   20s
H  811   438                    22663.673726 21277.1122  6.12%  52.3   20s
H  863   453                    22653.500000 21277.1122  6.08%  50.8   20s
H  993   497                    22634.500000 21292.6488  5.93%  48.9   21s
H 1550   729                    22541.000000 21311.3515  5.46%  45.4   24s
  1551   732 21411.2515   31   81 22541.0000 21311.3515  5.46%  45.5   25s
H 1686   801                    22497.000000 21312.6451  5.26%  45.6   26s
  2213  1199 21385.3392   33   85 22497.0000 21333.4113  5.17%  46.3   30s
H 2686  1457                    22401.000000 21339.7841  4.74%  46.2   32s
  2981  1676 22397.4488   62   26 22401.0000 21348.0877  4.70%  47.1   35s
  3710  2224 21400.7252   32   88 22401.0000 21362.4302  4.64%  47.6   40s
  4062  2476 22153.0779   53   48 22401.0000 21365.5407  4.62%  48.3   45s
H 4259  2501                    22327.500000 21367.2540  4.30%  48.3   46s
  4514  2682 22198.7581   56   41 22327.5000 21370.7151  4.29%  48.7   50s
  5196  3154 21872.7642   41   65 22327.5000 21382.2652  4.23%  49.3   55s
  5829  3585 21551.7129   37   77 22327.5000 21388.5843  4.21%  49.5   60s
  6548  4073 21962.3869   49   53 22327.5000 21400.7307  4.15%  49.7   65s
H 6885  4219                    22296.000000 21404.9733  4.00%  50.0   68s
  7186  4406 21655.3797   41   68 22296.0000 21406.7617  3.99%  49.9   70s
  7885  4878 22132.4313   45   52 22296.0000 21410.0827  3.97%  50.3   75s
  8543  5331 22153.3129   53   39 22296.0000 21415.4003  3.95%  50.4   80s
H 8619  5164                    22240.500000 21415.5944  3.71%  50.5   81s
  9101  5465 22105.8609   49   54 22240.5000 21419.0943  3.69%  50.5   85s
  9764  5847 22033.8478   56   44 22240.5000 21424.6922  3.67%  50.9   90s
 10203  6136 21760.0464   41   93 22240.5000 21426.8174  3.66%  50.9  110s
 10236  6158 21666.3964   44   99 22240.5000 21426.8174  3.66%  50.7  115s
 10253  6169 21720.4873   48  100 22240.5000 21426.8174  3.66%  50.7  120s
 10265  6177 22126.1346   58  100 22240.5000 21426.8174  3.66%  50.6  125s
 10271  6183 21426.8174   41   92 22240.5000 21426.8174  3.66%  51.7  130s
 10337  6217 21426.8174   41   85 22240.5000 21426.8174  3.66%  51.8  135s
 10789  6405 22173.7845   61   60 22240.5000 21460.4481  3.51%  52.3  140s
 11010  6481 21632.2675   47   80 22240.5000 21470.5590  3.46%  52.8  145s
 11276  6553 21509.8539   44   86 22240.5000 21480.0001  3.42%  53.5  150s
 11581  6626 22235.4612   65   52 22240.5000 21488.7484  3.38%  54.1  155s
 11916  6718 21793.9286   54   64 22240.5000 21504.1998  3.31%  54.9  160s
 12267  6846 21853.1988   52   78 22240.5000 21510.8023  3.28%  55.9  165s
 12540  6909 21907.5169   57   62 22240.5000 21518.3477  3.25%  56.7  170s
 12918  7017 21682.3628   52   76 22240.5000 21533.4675  3.18%  57.4  175s
 13265  7121 21748.0226   49   78 22240.5000 21539.7649  3.15%  58.0  180s
 13661  7250 22056.1753   70   44 22240.5000 21546.8321  3.12%  58.6  185s
 13995  7342 21925.8559   64   50 22240.5000 21548.4815  3.11%  59.2  190s
 14348  7428 21593.1965   46   81 22240.5000 21555.3253  3.08%  59.9  195s
 14746  7552 21870.2039   58   70 22240.5000 21560.0062  3.06%  60.5  200s
 15052  7645 22102.6103   63   63 22240.5000 21564.4782  3.04%  61.0  205s
 15397  7708 22130.0914   63   64 22240.5000 21571.9668  3.01%  61.5  210s
 15537  7749 21741.6241   49   72 22240.5000 21573.1909  3.00%  61.6  219s
 15554  7760 22143.8281   66   39 22240.5000 21573.1909  3.00%  61.7  220s
 15737  7809 22229.6659   77   33 22240.5000 21574.1657  3.00%  61.9  226s
 15973  7865 22188.0211   64   56 22240.5000 21578.0827  2.98%  62.2  230s
 16348  7956 22157.5603   59   61 22240.5000 21582.7490  2.96%  62.6  235s
 16716  8021 21742.9929   47   80 22240.5000 21587.0094  2.94%  63.1  240s
 17097  8094 22213.1799   65   53 22240.5000 21590.0323  2.92%  63.5  245s
 17401  8145 22098.9377   59   61 22240.5000 21592.6825  2.91%  63.9  250s
 17800  8257 21788.2233   54   75 22240.5000 21596.3695  2.90%  64.3  255s
 18189  8323 21708.9176   48   84 22240.5000 21601.0764  2.88%  64.6  260s
 18583  8410 21941.5926   54   73 22240.5000 21604.5635  2.86%  65.0  265s
 18994  8455 22012.0751   51   77 22240.5000 21608.3910  2.84%  65.1  270s
 19370  8527 21910.0883   55   72 22240.5000 21611.5131  2.83%  65.5  275s
 19732  8608 22106.8468   67   49 22240.5000 21614.0145  2.82%  65.9  280s
 20089  8676 22143.9761   70   40 22240.5000 21616.2881  2.81%  66.2  285s
 20461  8773 21706.1366   52   71 22240.5000 21619.5267  2.79%  66.5  290s
 20859  8866 22125.2380   70   38 22240.5000 21622.9080  2.78%  66.8  295s
 21090  8924 21671.0040   49   69 22240.5000 21624.5945  2.77%  67.1  300s
 21451  9009 22201.7866   71   40 22240.5000 21626.6214  2.76%  67.5  305s
