Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 4446 rows, 4342 columns and 18122 nonzeros
Model fingerprint: 0x81ce3956
Variable types: 4238 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+02]
  Objective range  [2e-01, 2e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+01, 2e+02]
Presolve removed 129 rows and 76 columns
Presolve time: 0.03s
Presolved: 4317 rows, 4266 columns, 16718 nonzeros
Variable types: 4163 continuous, 103 integer (103 binary)
Found heuristic solution: objective 20800.000000

Root relaxation: objective 1.005106e+04, 3316 iterations, 0.10 seconds (0.10 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 43748 15033 11355.2595   50   70 11470.8000 11309.3073  1.41%  39.1  320s
 44660 15393     cutoff   51      11470.8000 11310.3257  1.40%  39.1  325s
 45560 15693 11431.0953   50   52 11470.8000 11311.1402  1.39%  39.1  330s
 46454 16013 11464.5541   53   62 11470.8000 11311.9862  1.38%  39.1  335s
 47313 16307 11412.6570   51   60 11470.8000 11313.0773  1.37%  39.1  340s
 48235 16618 11408.3838   54   66 11470.8000 11313.9806  1.37%  39.1  345s
 49171 16945 11388.4569   48   72 11470.8000 11314.9577  1.36%  39.1  350s
 50076 17290 11404.8106   53   66 11470.8000 11315.6239  1.35%  39.1  355s
 50965 17648     cutoff   52      11470.8000 11316.4104  1.35%  39.1  360s
 51877 17965 11332.4342   49   56 11470.8000 11317.3145  1.34%  39.1  365s
 52736 18292 11424.2839   50   68 11470.8000 11318.0446  1.33%  39.1  370s
 53606 18625 11429.1142   53   61 11470.8000 11318.8477  1.32%  39.2  375s
 54427 18898 11358.2022   47   63 11470.8000 11319.3911  1.32%  39.2  380s
 55294 19234 11444.1494   60   24 11470.8000 11319.9722  1.31%  39.2  385s
 56174 19516     cutoff   52      11470.8000 11320.6008  1.31%  39.2  390s
 57027 19803 11421.3540   50   47 11470.8000 11321.1826  1.30%  39.2  395s
 57901 20107 11463.4412   52   64 11470.8000 11321.6827  1.30%  39.2  400s
 58774 20426 11446.8212   51   69 11470.8000 11322.3042  1.29%  39.2  405s
 59665 20755 11344.1851   48   72 11470.8000 11323.1304  1.29%  39.1  410s
 60584 21054 11373.5404   48   64 11470.8000 11323.7652  1.28%  39.1  415s
 61406 21332 11374.4284   46   82 11470.8000 11324.3437  1.28%  39.1  420s
 62248 21620 11461.1637   50   64 11470.8000 11325.0171  1.27%  39.1  425s
 63148 21958 11468.9762   54   60 11470.8000 11325.6516  1.27%  39.1  430s
 64018 22236     cutoff   51      11470.8000 11326.2595  1.26%  39.1  435s
 64905 22520 11459.6886   48   75 11470.8000 11326.9123  1.25%  39.1  440s
 65772 22810     cutoff   52      11470.8000 11327.4347  1.25%  39.1  445s
 66643 23093 11353.3722   52   64 11470.8000 11328.0642  1.24%  39.1  450s
 67544 23404 11416.1473   52   62 11470.8000 11328.5283  1.24%  39.0  455s
 68408 23668 11390.6341   50   63 11470.8000 11329.0712  1.24%  39.0  460s
 69196 23937 11389.5181   49   66 11470.8000 11329.5521  1.23%  39.0  467s
 69569 24095 11412.4595   46   69 11470.8000 11329.7757  1.23%  39.0  470s
 70416 24376 11461.0605   49   68 11470.8000 11330.2725  1.23%  39.0  475s
 71290 24650 11443.1566   52   48 11470.8000 11330.7054  1.22%  39.0  480s
 72123 24941 11411.4102   48   68 11470.8000 11331.2840  1.22%  39.0  485s
 73009 25214 11348.7968   46   68 11470.8000 11331.7413  1.21%  39.0  490s
 73897 25534 11370.2034   48   75 11470.8000 11332.2129  1.21%  39.0  495s
