Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 4446 rows, 4342 columns and 18122 nonzeros
Model fingerprint: 0xf0f13c2f
Variable types: 4238 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 2e+02]
  Objective range  [2e-01, 5e+02]
  Bounds range     [1e+00, 1e+00]
  RHS range        [3e+01, 2e+02]
Presolve removed 129 rows and 76 columns
Presolve time: 0.03s
Presolved: 4317 rows, 4266 columns, 16714 nonzeros
Variable types: 4163 continuous, 103 integer (103 binary)
Found heuristic solution: objective 36423.000000

Root relaxation: objective 1.331465e+04, 3767 iterations, 0.17 seconds (0.18 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 124207 52252 17184.2568   45   73 17532.0000 17172.8089  2.05%  51.1 1085s
 124802 52516 17322.3176   51   51 17532.0000 17173.1678  2.05%  51.1 1090s
 125396 52767 17435.7807   58   52 17532.0000 17173.6265  2.04%  51.1 1095s
 125963 53014 17399.4077   53   58 17532.0000 17173.9635  2.04%  51.2 1100s
 126606 53316 17513.2868   71   16 17532.0000 17174.4630  2.04%  51.1 1105s
 127177 53548 17375.3234   54   57 17532.0000 17174.8450  2.04%  51.2 1110s
 127726 53780 17384.2597   60   39 17532.0000 17175.1090  2.04%  51.2 1115s
 128350 54072 17211.5055   52   54 17532.0000 17175.4570  2.03%  51.2 1120s
 128984 54326 17437.0847   51   65 17532.0000 17175.8055  2.03%  51.1 1125s
 129550 54547 17339.9602   49   64 17532.0000 17176.0786  2.03%  51.2 1130s
 130180 54826     cutoff   56      17532.0000 17176.4063  2.03%  51.1 1135s
 130759 55038 17484.7461   52   31 17532.0000 17176.7622  2.03%  51.2 1140s
 131387 55256 17518.3764   52   49 17532.0000 17177.1887  2.02%  51.2 1145s
 131976 55500 17521.4862   56   51 17532.0000 17177.6213  2.02%  51.1 1150s
 132599 55748 17525.5621   60   43 17532.0000 17177.9591  2.02%  51.1 1155s
 133178 55999 17487.1434   59   55 17532.0000 17178.3694  2.02%  51.1 1160s
 133814 56255 17226.5049   48   63 17532.0000 17178.7003  2.02%  51.1 1165s
 134353 56443 17284.4761   47   67 17532.0000 17178.9524  2.01%  51.1 1170s
 135025 56701 17456.9567   55   49 17532.0000 17179.2709  2.01%  51.1 1175s
 135624 56926 17461.4092   45   74 17532.0000 17179.7811  2.01%  51.1 1180s
 136222 57127     cutoff   52      17532.0000 17180.0614  2.01%  51.1 1185s
 136782 57332 17520.8166   54   64 17532.0000 17180.3745  2.01%  51.1 1190s
 137401 57563 17493.7680   51   50 17532.0000 17180.6846  2.00%  51.1 1195s
 138061 57799 17509.3993   64   43 17532.0000 17181.0333  2.00%  51.1 1200s
 138633 58028 17201.0788   45   60 17532.0000 17181.3185  2.00%  51.1 1205s
 139263 58248 17278.5991   48   71 17532.0000 17181.6055  2.00%  51.1 1210s
 139861 58474 17205.8711   48   63 17532.0000 17181.8275  2.00%  51.1 1215s
 140409 58703 17490.1557   60   24 17532.0000 17182.1850  2.00%  51.1 1220s
 141035 58972 17474.0502   55   43 17532.0000 17182.4945  1.99%  51.1 1225s
 141624 59210 17251.1495   50   62 17532.0000 17182.8108  1.99%  51.1 1230s
 142258 59463 17474.6749   60   55 17532.0000 17183.0372  1.99%  51.1 1235s
 142883 59702 17509.1724   68   46 17532.0000 17183.4352  1.99%  51.1 1240s
 143474 59953 17341.3444   55   58 17532.0000 17183.6419  1.99%  51.1 1245s
 144078 60191 17409.1298   62   38 17532.0000 17184.0229  1.98%  51.1 1250s
 144668 60422     cutoff   55      17532.0000 17184.5116  1.98%  51.1 1255s
 145290 60611 17256.2005   51   60 17532.0000 17184.7815  1.98%  51.1 1260s
 145907 60877 17277.6852   51   42 17532.0000 17185.3002  1.98%  51.1 1265s
 146500 61090 17227.6465   52   56 17532.0000 17185.6011  1.98%  51.1 1270s
 147061 61315 17395.9801   61   49 17532.0000 17185.8121  1.97%  51.1 1275s
 147628 61535 17492.9971   57   50 17532.0000 17186.1387  1.97%  51.1 1280s
 148236 61757 17508.4109   56   58 17532.0000 17186.5348  1.97%  51.1 1285s
 148848 61994 17217.4744   51   58 17532.0000 17186.8657  1.97%  51.1 1290s
 149445 62237 17469.9579   55   61 17532.0000 17187.0833  1.97%  51.1 1295s
 149504 62267 17407.0343   51   52 17532.0000 17187.0944  1.97%  51.1 1300s
 150064 62475 17486.8499   56   50 17532.0000 17187.4211  1.97%  51.1 1305s
 150645 62684 17288.0185   49   69 17532.0000 17187.6559  1.96%  51.1 1310s
 151249 62927 17520.2232   59   53 17532.0000 17187.9456  1.96%  51.1 1315s
 151809 63131 17522.5990   60   30 17532.0000 17188.1902  1.96%  51.1 1320s
 152430 63337     cutoff   54      17532.0000 17188.4028  1.96%  51.1 1325s
 153014 63579 17473.4760   52   37 17532.0000 17188.7049  1.96%  51.1 1330s
 153602 63800 17438.5960   56   49 17532.0000 17188.9826  1.96%  51.1 1335s
 154226 64044     cutoff   62      17532.0000 17189.2896  1.95%  51.1 1340s
 154864 64286 17518.1025   70   28 17532.0000 17189.5158  1.95%  51.1 1345s
 155483 64476 17530.9481   58   50 17532.0000 17189.9641  1.95%  51.1 1350s
 156089 64737     cutoff   53      17532.0000 17190.2427  1.95%  51.1 1355s
 156684 64944 17236.4480   48   63 17532.0000 17190.5414  1.95%  51.0 1360s
 157187 65156 17292.5442   43   75 17532.0000 17190.7922  1.95%  51.0 1365s
 157792 65409 17237.1279   54   38 17532.0000 17191.0876  1.94%  51.0 1370s
 158408 65650 17252.2505   48   57 17532.0000 17191.4331  1.94%  51.0 1375s
 159023 65896 17228.7924   55   61 17532.0000 17191.7872  1.94%  51.0 1380s
 159595 66133 17231.0048   46   68 17532.0000 17192.0189  1.94%  51.0 1385s
 160191 66393 17462.7335   59   41 17532.0000 17192.1964  1.94%  51.0 1390s
 160760 66612     cutoff   58      17532.0000 17192.4307  1.94%  51.0 1395s
 161378 66831     cutoff   55      17532.0000 17192.7812  1.93%  51.0 1400s
 161980 67090 17300.6252   45   67 17532.0000 17193.0877  1.93%  51.0 1405s
 162617 67336 17423.9557   62   32 17532.0000 17193.3188  1.93%  51.0 1410s
 163230 67601     cutoff   47      17532.0000 17193.5981  1.93%  51.0 1415s
 163860 67842     cutoff   50      17532.0000 17193.9039  1.93%  51.0 1420s
 164361 68045 17299.6399   53   68 17532.0000 17194.1524  1.93%  51.0 1425s
 165000 68295 17496.3355   63   35 17532.0000 17194.4190  1.93%  51.0 1430s
 165612 68505 17467.2994   67   25 17532.0000 17194.7417  1.92%  51.0 1435s
 166200 68691 17515.5753   59   51 17532.0000 17195.0727  1.92%  51.0 1440s
 166818 68875 17217.9285   54   66 17532.0000 17195.3262  1.92%  51.0 1445s
 167438 69079 17364.7926   55   50 17532.0000 17195.5891  1.92%  51.0 1450s
 168072 69322 17300.3954   49   64 17532.0000 17195.8095  1.92%  51.0 1455s
 168678 69533 17474.1331   57   39 17532.0000 17196.1269  1.92%  51.0 1460s
 169202 69706     cutoff   57      17532.0000 17196.3558  1.91%  51.0 1465s
 169809 69917 17485.2545   59   46 17532.0000 17196.6565  1.91%  51.0 1470s
 170448 70132 17440.3278   61   48 17532.0000 17197.0350  1.91%  50.9 1475s
 171072 70383     cutoff   66      17532.0000 17197.3586  1.91%  50.9 1480s
 171668 70601 17482.1231   54   57 17532.0000 17197.6629  1.91%  50.9 1485s
 172226 70768 17514.8890   58   54 17532.0000 17197.9051  1.91%  50.9 1490s
 172838 70990 17465.0452   55   62 17532.0000 17198.2004  1.90%  50.9 1495s
 173465 71215 17215.2879   56   57 17532.0000 17198.5689  1.90%  50.9 1500s
 174096 71447 17278.5724   54   45 17532.0000 17198.8689  1.90%  50.9 1505s
 174702 71644 17285.9005   49   57 17532.0000 17199.2389  1.90%  50.9 1510s
 175313 71875     cutoff   53      17532.0000 17199.4910  1.90%  50.9 1515s
 175937 72103 17392.3604   52   58 17532.0000 17199.6669  1.90%  50.9 1520s
 176565 72341 17297.1494   57   40 17532.0000 17199.9961  1.89%  50.9 1525s
 177181 72549 17455.7980   57   26 17532.0000 17200.2461  1.89%  50.9 1530s
 177810 72750 17481.5973   54   61 17532.0000 17200.5858  1.89%  50.9 1535s
 178418 72972 17444.7105   55   56 17532.0000 17200.7822  1.89%  50.9 1540s
 179029 73172 17512.8419   64   40 17532.0000 17200.9645  1.89%  50.9 1545s
 179656 73391 17515.8313   53   32 17532.0000 17201.2443  1.89%  50.9 1550s
 180259 73623 17366.8327   48   67 17532.0000 17201.4686  1.89%  50.9 1555s
 180353 73645 17436.4234   51   68 17532.0000 17201.5018  1.89%  50.9 1561s
 180794 73809     cutoff   62      17532.0000 17201.6740  1.88%  50.9 1565s
 181394 74040 17464.4626   44   57 17532.0000 17201.8883  1.88%  50.9 1570s
 182018 74247     cutoff   56      17532.0000 17202.0781  1.88%  50.8 1575s
 182695 74455 17435.9159   53   62 17532.0000 17202.3225  1.88%  50.8 1580s
 183235 74656 17381.8152   59   52 17532.0000 17202.5248  1.88%  50.8 1585s
 183832 74887 17439.7450   52   62 17532.0000 17202.8042  1.88%  50.8 1590s
 184403 75114 17507.5940   55   54 17532.0000 17203.0712  1.88%  50.8 1595s
 185029 75352 17305.3606   56   63 17532.0000 17203.4427  1.87%  50.8 1600s
 185592 75583 17445.1847   60   40 17532.0000 17203.7030  1.87%  50.8 1605s
 186230 75817     cutoff   61      17532.0000 17203.8916  1.87%  50.8 1610s
 186793 76062 17259.4684   43   69 17532.0000 17204.1612  1.87%  50.8 1615s
 187412 76286 17354.0673   49   65 17532.0000 17204.4397  1.87%  50.8 1620s
 188028 76518 17374.8507   56   46 17532.0000 17204.7372  1.87%  50.8 1625s
 188580 76754 17480.4813   49   62 17532.0000 17204.9911  1.87%  50.8 1630s
 189199 76972 17530.6417   65   37 17532.0000 17205.3289  1.86%  50.8 1635s
 189777 77192 17492.0492   59   51 17532.0000 17205.6238  1.86%  50.8 1640s
 190410 77421 17494.5761   55   46 17532.0000 17205.8831  1.86%  50.8 1645s
 191000 77630     cutoff   49      17532.0000 17206.2034  1.86%  50.8 1650s
 191612 77834 17458.9677   58   42 17532.0000 17206.4026  1.86%  50.8 1655s
 192156 78054 17504.5744   54   60 17532.0000 17206.6085  1.86%  50.8 1660s
 192750 78292 17513.2949   43   67 17532.0000 17206.8448  1.85%  50.8 1665s
 193356 78470 17323.9127   54   42 17532.0000 17207.1214  1.85%  50.8 1670s
 193995 78724 17498.5534   56   54 17532.0000 17207.4657  1.85%  50.8 1675s
 194513 78944 17422.1599   57   48 17532.0000 17207.6664  1.85%  50.8 1680s
 195126 79158 17524.1949   53   43 17532.0000 17207.9271  1.85%  50.8 1685s
 195687 79359 17371.8197   53   46 17532.0000 17208.1197  1.85%  50.8 1690s
 196300 79588 17530.1179   58   53 17532.0000 17208.3480  1.85%  50.8 1695s
 196907 79792 17509.6324   50   58 17532.0000 17208.5816  1.84%  50.8 1700s
 197523 79968 17372.4163   54   38 17532.0000 17208.8159  1.84%  50.8 1705s
 198133 80240 17427.2548   57   43 17532.0000 17209.0416  1.84%  50.8 1710s
 198737 80431 17400.3047   53   55 17532.0000 17209.3619  1.84%  50.8 1715s
 199350 80638 17311.6037   45   73 17532.0000 17209.6011  1.84%  50.8 1720s
 199946 80866 17421.8634   51   66 17532.0000 17209.7617  1.84%  50.8 1725s
 200472 81077 17345.4741   59   46 17532.0000 17209.9101  1.84%  50.8 1730s
 201079 81254 17500.3698   60   43 17532.0000 17210.0707  1.84%  50.8 1735s
 201745 81459 17478.3149   52   62 17532.0000 17210.2270  1.84%  50.8 1740s
 202360 81689 17487.4705   58   51 17532.0000 17210.4418  1.83%  50.8 1745s
 203025 81936 17485.7185   55   48 17532.0000 17210.6188  1.83%  50.7 1750s
 203637 82189 17492.8403   62   35 17532.0000 17210.8581  1.83%  50.7 1755s
 204250 82381 17291.5806   45   68 17532.0000 17211.1589  1.83%  50.7 1760s
 204901 82628 17414.3021   51   56 17532.0000 17211.4394  1.83%  50.7 1765s
 205544 82852     cutoff   64      17532.0000 17211.6601  1.83%  50.7 1770s
 206139 83063 17421.5704   51   67 17532.0000 17211.8765  1.83%  50.7 1775s
 206765 83267 17393.9526   45   77 17532.0000 17212.1008  1.82%  50.7 1780s
 207352 83476 17321.0299   51   63 17532.0000 17212.2766  1.82%  50.7 1785s
 207988 83689 17405.0239   56   38 17532.0000 17212.5487  1.82%  50.7 1790s
 208631 83935 17471.9678   67   44 17532.0000 17212.8471  1.82%  50.7 1795s
 209238 84142 17256.9002   54   45 17532.0000 17213.0270  1.82%  50.7 1800s
 209880 84401 17365.6799   52   57 17532.0000 17213.3548  1.82%  50.7 1805s
 210445 84626 17351.1992   53   47 17532.0000 17213.4789  1.82%  50.6 1810s
 211060 84866 17477.4354   57   51 17532.0000 17213.6896  1.82%  50.6 1815s
 211688 85028 17493.0574   60   53 17532.0000 17213.9166  1.81%  50.6 1820s
 212306 85237 17311.0968   52   61 17532.0000 17214.1843  1.81%  50.6 1825s
 212862 85429 17369.2274   56   42 17532.0000 17214.4353  1.81%  50.6 1830s
 213464 85639 17496.2944   67   15 17532.0000 17214.7042  1.81%  50.6 1835s
 214057 85821 17407.2218   56   50 17532.0000 17214.9909  1.81%  50.6 1840s
 214652 86022     cutoff   59      17532.0000 17215.2914  1.81%  50.6 1845s
 215203 86195 17418.5342   51   60 17532.0000 17215.4793  1.81%  50.6 1850s
 215803 86450 17398.3202   52   54 17532.0000 17215.7673  1.80%  50.6 1855s
 216387 86675 17309.6238   49   63 17532.0000 17215.9373  1.80%  50.6 1860s
 217011 86871 17513.5323   58   32 17532.0000 17216.1677  1.80%  50.6 1865s
 217570 87073 17290.2285   49   65 17532.0000 17216.3538  1.80%  50.6 1870s
 218147 87260     cutoff   63      17532.0000 17216.5577  1.80%  50.6 1875s
 218766 87440 17391.8501   47   61 17532.0000 17216.8065  1.80%  50.6 1880s
 219401 87674 17401.3353   55   58 17532.0000 17216.9994  1.80%  50.6 1885s
 220011 87868 17380.1766   53   56 17532.0000 17217.2476  1.80%  50.6 1890s
 220632 88089 17504.2518   54   55 17532.0000 17217.4780  1.79%  50.6 1895s
 220725 88111 17506.1325   47   58 17532.0000 17217.5069  1.79%  50.6 1900s
 221266 88275 17298.0115   54   61 17532.0000 17217.6468  1.79%  50.6 1905s
 221867 88502 17505.9663   60   51 17532.0000 17217.8734  1.79%  50.6 1910s
 222476 88719 17326.9839   51   59 17532.0000 17218.1518  1.79%  50.6 1915s
 223087 88919 17466.9890   51   65 17532.0000 17218.3539  1.79%  50.6 1920s
 223579 89081 17271.2673   45   72 17532.0000 17218.4941  1.79%  50.6 1925s
 224207 89321 17431.4767   58   41 17532.0000 17218.6958  1.79%  50.6 1930s
 224840 89497 17524.9125   51   61 17532.0000 17218.9778  1.79%  50.6 1935s
 225446 89699 17509.3471   57   53 17532.0000 17219.1475  1.78%  50.6 1940s
 226065 89888 17386.8716   57   61 17532.0000 17219.3560  1.78%  50.6 1945s
 226693 90110 17455.8441   54   44 17532.0000 17219.5160  1.78%  50.6 1950s
 227334 90329 17340.1409   55   35 17532.0000 17219.7798  1.78%  50.6 1955s
 227950 90548 17307.2681   49   60 17532.0000 17219.9210  1.78%  50.6 1960s
 228568 90779 17454.3278   58   46 17532.0000 17220.1348  1.78%  50.6 1965s
 229201 90994 17324.6788   48   67 17532.0000 17220.3162  1.78%  50.5 1970s
 229771 91163 17483.5806   53   51 17532.0000 17220.5112  1.78%  50.6 1975s
 230402 91343     cutoff   64      17532.0000 17220.7438  1.78%  50.5 1980s
 231005 91564 17470.9418   65   30 17532.0000 17220.9731  1.77%  50.5 1985s
 231617 91761 17493.6699   57   47 17532.0000 17221.2376  1.77%  50.5 1990s
 232211 91962 17501.5200   63   34 17532.0000 17221.4904  1.77%  50.5 1995s
 232817 92152 17504.4716   48   65 17532.0000 17221.7002  1.77%  50.5 2000s
 233354 92332 17292.0100   48   62 17532.0000 17221.8587  1.77%  50.5 2005s
 233940 92556 17403.2870   62   54 17532.0000 17222.0680  1.77%  50.5 2010s
 234558 92736 17482.9859   63   44 17532.0000 17222.2907  1.77%  50.5 2015s
 235155 92973 17491.9748   62   41 17532.0000 17222.4750  1.77%  50.5 2020s
 235744 93144 17301.7616   48   60 17532.0000 17222.6606  1.76%  50.5 2025s
 236354 93339 17347.3352   47   64 17532.0000 17222.8950  1.76%  50.5 2030s
 236921 93515 17349.0043   59   41 17532.0000 17223.0985  1.76%  50.5 2035s
 237474 93676 17286.5750   54   61 17532.0000 17223.2382  1.76%  50.5 2040s
 238094 93907 17329.2783   52   56 17532.0000 17223.4064  1.76%  50.5 2045s
 238676 94109 17493.2366   62   35 17532.0000 17223.5752  1.76%  50.5 2050s
 239246 94267 17313.8444   45   54 17532.0000 17223.8010  1.76%  50.5 2055s
 239812 94416 17403.7262   53   61 17532.0000 17223.9542  1.76%  50.5 2060s
 240401 94607 17242.1858   46   67 17532.0000 17224.1654  1.76%  50.5 2065s
 241002 94810 17529.3012   58   46 17532.0000 17224.3429  1.75%  50.5 2070s
 241571 95003 17487.2920   53   51 17532.0000 17224.5221  1.75%  50.5 2075s
 242178 95169 17351.5106   59   52 17532.0000 17224.7255  1.75%  50.5 2080s
 242722 95347 17530.2956   53   40 17532.0000 17224.8569  1.75%  50.5 2085s
 243210 95520 17517.2257   58   46 17532.0000 17225.0307  1.75%  50.5 2090s
 243750 95678 17297.9575   54   55 17532.0000 17225.1991  1.75%  50.5 2095s
 244342 95879 17376.1712   50   54 17532.0000 17225.3801  1.75%  50.5 2100s
 244868 96044 17498.7455   46   65 17532.0000 17225.6050  1.75%  50.6 2105s
 245421 96184 17527.2625   60   42 17532.0000 17225.7453  1.75%  50.6 2110s
 245978 96368 17419.6812   49   53 17532.0000 17225.9685  1.75%  50.6 2115s
 246496 96536     cutoff   55      17532.0000 17226.0750  1.74%  50.6 2120s
 247082 96711 17297.5903   46   63 17532.0000 17226.2387  1.74%  50.6 2125s
 247581 96871 17483.8212   55   54 17532.0000 17226.4291  1.74%  50.6 2130s
 248075 97036 17466.6644   54   42 17532.0000 17226.5895  1.74%  50.6 2135s
 248623 97223 17435.3022   48   59 17532.0000 17226.7195  1.74%  50.6 2140s
 249184 97433 17494.8422   60   31 17532.0000 17226.8797  1.74%  50.6 2145s
 249742 97586 17352.7299   57   42 17532.0000 17227.0658  1.74%  50.6 2150s
 250320 97807 17231.3229   44   74 17532.0000 17227.3633  1.74%  50.6 2155s
 250848 97993 17511.4895   69   36 17532.0000 17227.4949  1.74%  50.6 2160s
 251398 98159 17456.6223   49   64 17532.0000 17227.6407  1.74%  50.6 2165s
 251885 98306 17518.2746   60   46 17532.0000 17227.8342  1.73%  50.6 2174s
 251901 98316 17488.5616   63   45 17532.0000 17227.8371  1.73%  50.6 2175s
 252468 98471 17531.2696   54   48 17532.0000 17228.0493  1.73%  50.6 2180s
 253001 98643 17439.8166   49   54 17532.0000 17228.1937  1.73%  50.6 2185s
 253529 98786     cutoff   57      17532.0000 17228.3793  1.73%  50.6 2190s
 254113 98962 17523.1750   62   31 17532.0000 17228.5877  1.73%  50.6 2195s
 254646 99100 17327.4986   61   43 17532.0000 17228.7393  1.73%  50.6 2200s
 255168 99275 17526.3532   52   64 17532.0000 17228.8473  1.73%  50.7 2205s
 255626 99434 17485.2423   52   64 17532.0000 17229.0022  1.73%  50.7 2210s
 256176 99620 17503.4937   54   46 17532.0000 17229.1876  1.73%  50.7 2215s
 256715 99779 17306.2739   49   66 17532.0000 17229.3292  1.73%  50.7 2220s
 257231 99939 17408.3299   59   44 17532.0000 17229.4900  1.73%  50.7 2225s
 257791 100130 17514.3756   57   56 17532.0000 17229.6764  1.72%  50.7 2230s
 258318 100284 17285.7818   53   54 17532.0000 17229.8924  1.72%  50.7 2235s
 258859 100448 17327.7948   51   56 17532.0000 17230.0741  1.72%  50.7 2240s
 259394 100613 17437.5867   51   62 17532.0000 17230.2289  1.72%  50.7 2245s
 259836 100756 17529.6887   56   50 17532.0000 17230.3846  1.72%  50.7 2250s
 260381 100925 17402.9431   58   57 17532.0000 17230.5263  1.72%  50.7 2255s
 260896 101105 17440.9649   50   43 17532.0000 17230.6563  1.72%  50.7 2260s
 261413 101243 17464.5699   56   52 17532.0000 17230.8701  1.72%  50.7 2265s
 261939 101439 17435.8887   56   58 17532.0000 17231.0433  1.72%  50.7 2270s
 262463 101591 17407.9614   52   62 17532.0000 17231.2338  1.72%  50.7 2275s
 263012 101741 17309.6140   46   63 17532.0000 17231.4259  1.71%  50.7 2280s
 263550 101934 17515.2336   66   33 17532.0000 17231.5507  1.71%  50.7 2285s
 264103 102113 17344.0899   54   51 17532.0000 17231.7329  1.71%  50.7 2290s
 264568 102253 17487.3589   58   41 17532.0000 17231.8650  1.71%  50.8 2295s
 265073 102391 17358.9508   64   32 17532.0000 17232.0375  1.71%  50.8 2300s
 265591 102533     cutoff   45      17532.0000 17232.2742  1.71%  50.8 2305s
 266100 102707 17497.2459   61   33 17532.0000 17232.4441  1.71%  50.8 2310s
 266552 102859 17326.0562   52   62 17532.0000 17232.5570  1.71%  50.8 2315s
 267069 103015 17338.1354   56   62 17532.0000 17232.7821  1.71%  50.8 2320s
 267559 103144 17481.4330   51   55 17532.0000 17232.9193  1.71%  50.8 2325s
 268078 103273 17420.8417   50   57 17532.0000 17233.0855  1.70%  50.8 2330s
 268499 103406 17257.7622   55   50 17532.0000 17233.1650  1.70%  50.8 2335s
 269049 103588 17404.0917   53   50 17532.0000 17233.3252  1.70%  50.8 2340s
 269541 103723 17509.5985   50   60 17532.0000 17233.4702  1.70%  50.9 2345s
 270056 103841 17462.4212   52   54 17532.0000 17233.6020  1.70%  50.9 2350s
 270532 103972 17500.1532   60   41 17532.0000 17233.7547  1.70%  50.9 2355s
 271006 104139 17424.3311   54   59 17532.0000 17233.8794  1.70%  50.9 2360s
 271494 104295 17376.8394   47   61 17532.0000 17234.0144  1.70%  50.9 2365s
 271931 104460 17359.8090   56   55 17532.0000 17234.1408  1.70%  50.9 2370s
 272434 104628 17262.3846   48   64 17532.0000 17234.2777  1.70%  50.9 2375s
 272928 104781 17431.8436   65   41 17532.0000 17234.4351  1.70%  50.9 2380s
 273459 104920 17526.8105   61   41 17532.0000 17234.5759  1.70%  50.9 2385s
 273978 105103 17337.5467   52   48 17532.0000 17234.7113  1.70%  50.9 2390s
 274431 105216 17527.1879   53   61 17532.0000 17234.8192  1.70%  50.9 2395s
 274922 105355     cutoff   51      17532.0000 17234.9688  1.69%  51.0 2400s
 275425 105528     cutoff   65      17532.0000 17235.1154  1.69%  51.0 2405s
 275896 105702 17493.8831   57   38 17532.0000 17235.2853  1.69%  51.0 2410s
 276381 105878 17332.3171   56   59 17532.0000 17235.4458  1.69%  51.0 2415s
 276886 106020 17383.5845   54   54 17532.0000 17235.5911  1.69%  51.0 2420s
 277396 106152 17278.6940   53   61 17532.0000 17235.7385  1.69%  51.0 2425s
 277924 106325 17474.3117   57   58 17532.0000 17235.8546  1.69%  51.0 2430s
 278417 106470 17383.2763   60   48 17532.0000 17236.0396  1.69%  51.0 2435s
 278930 106619     cutoff   51      17532.0000 17236.1484  1.69%  51.0 2440s
 279425 106780 17476.5702   55   59 17532.0000 17236.2720  1.69%  51.0 2445s
 279505 106811 17438.0492   58   47 17532.0000 17236.3238  1.69%  51.0 2450s
 279929 106932 17504.7851   56   44 17532.0000 17236.4703  1.69%  51.0 2455s
 280440 107103 17517.4723   55   56 17532.0000 17236.6005  1.68%  51.0 2460s
 280941 107234 17512.4211   54   52 17532.0000 17236.7909  1.68%  51.1 2465s
 281399 107361 17506.2546   68   34 17532.0000 17236.9684  1.68%  51.1 2470s
 281900 107530 17292.3759   48   60 17532.0000 17237.0917  1.68%  51.1 2475s
 282428 107707 17428.2984   53   62 17532.0000 17237.2299  1.68%  51.1 2480s
 282953 107849 17488.6072   64   28 17532.0000 17237.3973  1.68%  51.1 2485s
 283437 107980 17294.8332   50   57 17532.0000 17237.5363  1.68%  51.1 2490s
 283868 108101 17331.1909   54   42 17532.0000 17237.6385  1.68%  51.1 2495s
 284383 108259 17403.2200   50   68 17532.0000 17237.7583  1.68%  51.1 2500s
 284887 108438     cutoff   61      17532.0000 17237.8621  1.68%  51.1 2505s
 285371 108555 17514.9978   46   76 17532.0000 17237.9830  1.68%  51.1 2510s
 285866 108674 17418.5675   64   42 17532.0000 17238.0844  1.68%  51.1 2515s
 286308 108804 17301.4896   49   71 17532.0000 17238.2382  1.68%  51.1 2520s
 286795 108928 17370.7457   47   60 17532.0000 17238.3775  1.67%  51.2 2525s
 287271 109076 17371.3258   50   60 17532.0000 17238.5472  1.67%  51.2 2530s
 287745 109207 17516.8876   48   65 17532.0000 17238.7217  1.67%  51.2 2535s
 288249 109358 17475.7404   57   45 17532.0000 17238.8235  1.67%  51.2 2540s
 288622 109463 17452.2500   55   54 17532.0000 17238.9184  1.67%  51.2 2545s
 289112 109635 17491.6378   59   46 17532.0000 17239.0757  1.67%  51.2 2550s
 289598 109763 17307.6879   55   49 17532.0000 17239.2258  1.67%  51.2 2555s
 290124 109907 17310.5286   58   39 17532.0000 17239.3846  1.67%  51.2 2560s
 290621 110059 17506.9648   59   43 17532.0000 17239.4863  1.67%  51.2 2565s
 291101 110164 17372.4920   55   45 17532.0000 17239.7255  1.67%  51.2 2570s
 291586 110285 17454.2638   57   47 17532.0000 17239.8495  1.67%  51.2 2575s
 292071 110429 17500.9738   63   16 17532.0000 17239.9758  1.67%  51.3 2580s
 292552 110560 17484.4600   66   38 17532.0000 17240.1666  1.66%  51.3 2585s
 293064 110722 17280.8108   56   48 17532.0000 17240.3289  1.66%  51.3 2590s
 293556 110865 17360.9780   46   64 17532.0000 17240.4559  1.66%  51.3 2595s
 294025 111027 17464.4226   55   49 17532.0000 17240.5937  1.66%  51.3 2600s
 294536 111148 17506.8865   62   28 17532.0000 17240.7769  1.66%  51.3 2605s
 295036 111273 17313.4383   54   60 17532.0000 17240.9748  1.66%  51.3 2610s
 295531 111381 17454.2968   55   48 17532.0000 17241.0630  1.66%  51.3 2615s
 296012 111505 17524.4466   58   40 17532.0000 17241.2296  1.66%  51.3 2620s
 296501 111646 17435.2181   46   57 17532.0000 17241.3755  1.66%  51.3 2625s
 296993 111790 17525.2273   59   48 17532.0000 17241.4779  1.66%  51.3 2630s
 297421 111905 17315.7229   45   68 17532.0000 17241.5759  1.66%  51.3 2635s
 297910 112087 17452.5708   64   32 17532.0000 17241.6644  1.66%  51.3 2640s
 298389 112232 17422.2211   72   22 17532.0000 17241.8047  1.66%  51.3 2645s
 298867 112357     cutoff   42      17532.0000 17241.9420  1.65%  51.4 2650s
 299357 112522     cutoff   67      17532.0000 17242.0521  1.65%  51.4 2655s
 299836 112670 17412.9527   64   18 17532.0000 17242.1752  1.65%  51.4 2660s
 300303 112804 17502.6262   59   45 17532.0000 17242.2828  1.65%  51.4 2665s
 300670 112923 17498.4772   66   37 17532.0000 17242.3665  1.65%  51.4 2670s
 300796 112967 17356.1977   56   58 17532.0000 17242.3927  1.65%  51.4 2677s
 300989 113037 17522.3031   57   39 17532.0000 17242.4469  1.65%  51.4 2680s
 301499 113172 17405.4114   50   60 17532.0000 17242.5590  1.65%  51.4 2685s
 301996 113319 17426.3804   56   57 17532.0000 17242.6922  1.65%  51.4 2690s
