c52_94.txt;52914.4;9.348;45218.2;3.608;12.956
c52_95.txt;43901.0;7.613;36443.8;3.515;11.128
c52_96.txt;59442.0;10.366;50288.0;3.794;14.161
c52_97.txt;66850.2;12.961;66347.4;3.377;16.338
c52_98.txt;83839.4;16.719;83658.8;4.363;21.083
c52_99.txt;74822.4;13.725;74450.8;4.17;17.895
c52_100.txt;66840.4;13.52;66762.8;4.008;17.528
c52_101.txt;73637.5;12.01;73198.0;3.602;15.611
c52_102.txt;82390.5;15.698;82293.0;4.157;19.854
c52_103.txt;72009.0;14.024;72009.0;3.564;17.588
c52_104.txt;72897.5;14.312;72897.5;3.639;17.951
c52_105.txt;71415.8;12.833;71363.0;3.756;16.589
c52_106.txt;84083.0;16.283;83903.2;4.212;20.495
c52_107.txt;64242.8;12.141;64197.0;3.462;15.604
c52_108.txt;67209.8;13.807;67104.0;3.595;17.402
