Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 468 rows, 4290 columns and 20826 nonzeros
Model fingerprint: 0xaa5114e4
Variable types: 4186 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 5e+03]
  Objective range  [3e+00, 1e+05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+02]
Presolve removed 103 rows and 1 columns
Presolve time: 0.03s
Presolved: 365 rows, 4289 columns, 18016 nonzeros
Variable types: 4186 continuous, 103 integer (103 binary)
Found heuristic solution: objective 114414.00000

Root relaxation: objective 2.199249e+04, 1261 iterations, 0.05 seconds (0.07 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 25176.8731    0   93 77402.8154 25176.8731  67.5%     -    2s
     0     0 25204.2520    0   92 77402.8154 25204.2520  67.4%     -    2s
     0     0 25208.9592    0   92 77402.8154 25208.9592  67.4%     -    2s
     0     0 25211.5700    0   90 77402.8154 25211.5700  67.4%     -    2s
     0     0 25232.4108    0   92 77402.8154 25232.4108  67.4%     -    2s
     0     0 25232.4108    0   92 77402.8154 25232.4108  67.4%     -    3s
H    0     0                    65040.076941 25232.4108  61.2%     -    3s
H    0     0                    59223.006626 25232.4108  57.4%     -    3s
H    0     0                    59215.294095 25272.0825  57.3%     -    3s
     0     2 25272.0825    0   92 59215.2941 25272.0825  57.3%     -    3s
H   26    16                    59194.924728 25966.4129  56.1%  53.6    3s
H   43    31                    57664.141735 25966.4129  55.0%  60.8    3s
H   44    32                    56049.805509 25966.4129  53.7%  61.1    3s
H   46    34                    55051.647525 25966.4129  52.8%  63.5    4s
H   50    36                    53134.491277 25966.4129  51.1%  67.0    4s
H   52    36                    53124.229540 25966.4129  51.1%  67.9    4s
H   56    36                    52908.321408 25966.4129  50.9%  70.0    4s
H   57    37                    50963.382698 25966.4129  49.0%  72.2    4s
H   59    39                    50724.455700 25966.4129  48.8%  70.9    4s
H   60    40                    50680.022367 25966.4129  48.8%  70.2    4s
H   63    41                    50342.945152 25966.4129  48.4%  69.2    4s
H   70    44                    49475.718188 25966.4129  47.5%  70.4    4s
H   72    44                    49067.180015 25966.4129  47.1%  69.6    4s
H   74    44                    48719.978730 25966.4129  46.7%  71.2    4s
H   75    45                    48565.781800 25966.4129  46.5%  72.0    4s
H   76    46                    48539.447046 25966.4129  46.5%  71.4    4s
H   78    48                    48515.565782 25966.4129  46.5%  69.9    4s
H   81    49                    48397.214007 25966.4129  46.3%  67.5    4s
H   82    50                    48176.490699 25966.4129  46.1%  67.0    4s
H   83    51                    48088.337396 25966.4129  46.0%  66.5    4s
H   84    52                    48014.724093 25966.4129  45.9%  66.2    4s
H   85    53                    47385.800599 25966.4129  45.2%  65.8    4s
H   93    59                    47303.515132 25966.4129  45.1%  63.0    4s
H   95    59                    47298.931932 25966.4129  45.1%  61.9    4s
H   96    60                    47068.486925 25966.4129  44.8%  61.4    4s
H   97    61                    46719.157953 25966.4129  44.4%  60.8    4s
H  106    69                    46537.283553 25966.4129  44.2%  58.8    4s
H  108    71                    46484.329557 25966.4129  44.1%  57.9    4s
H  110    71                    46478.214971 25966.4129  44.1%  57.3    4s
H  111    72                    46460.450166 25966.4129  44.1%  57.1    4s
H  112    73                    46309.600000 25966.4129  43.9%  56.7    4s
*  122    78              84    46145.000000 25966.4129  43.7%  53.0    4s
   177   127 41536.7226   45   35 46145.0000 25980.5274  43.7%  65.7    5s
*  425   319              74    46129.600000 26039.8273  43.6%  70.5    8s
