Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 468 rows, 4290 columns and 20826 nonzeros
Model fingerprint: 0x25bcf9d5
Variable types: 4186 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 5e+03]
  Objective range  [2e+01, 1e+05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 2e+02]
Found heuristic solution: objective 81580.000000
Presolve removed 103 rows and 1 columns
Presolve time: 0.03s
Presolved: 365 rows, 4289 columns, 18016 nonzeros
Variable types: 4186 continuous, 103 integer (103 binary)

Root relaxation: objective 1.317312e+04, 567 iterations, 0.02 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 11312  6634 17035.1404   81   39 17060.2000 15832.6833  7.20%  18.8   40s
H11531  6328                    16934.400000 15832.6833  6.51%  18.8   40s
 13531  7044 16270.9218   63   58 16934.4000 15832.6833  6.51%  19.0   45s
 15303  7690 16227.3266   64   60 16934.4000 15845.0728  6.43%  19.1   50s
 17528  8437 16073.8597   59   65 16934.4000 15866.0456  6.31%  19.1   55s
 19733  9043 16217.2668   64   61 16934.4000 15882.7277  6.21%  19.3   60s
 21759  9667 16190.8138   58   73 16934.4000 15893.3594  6.15%  19.7   65s
*22589  9561              98    16912.000000 15898.9613  5.99%  19.8   67s
 23601  9833 16873.8742   69   54 16912.0000 15903.8022  5.96%  19.9   71s
 25382 10316 16553.9934   71   51 16912.0000 15909.5054  5.93%  20.0   75s
 27621 11212 16683.0719   72   46 16912.0000 15917.0968  5.88%  20.1   80s
 29251 12159 16120.0276   53   73 16912.0000 15922.5084  5.85%  20.3   85s
 31447 13464 16355.2462   65   56 16912.0000 15928.7232  5.81%  20.4   90s
 33693 14802 15997.5068   60   72 16912.0000 15933.9752  5.78%  20.6   95s
H34948 15418                    16891.400000 15936.3254  5.65%  20.6   97s
 35707 15842 16853.7253   75   47 16891.4000 15938.1511  5.64%  20.7  100s
 37969 17175 16533.3151   70   54 16891.4000 15942.9415  5.62%  20.7  105s
 40108 18412 16153.2144   59   65 16891.4000 15947.8014  5.59%  20.8  110s
 42174 19647 16374.7969   67   57 16891.4000 15950.8224  5.57%  20.9  115s
 44143 20788 16402.3601   70   48 16891.4000 15953.6807  5.55%  21.0  120s
 46347 22044 15981.7125   58   67 16891.4000 15956.9165  5.53%  21.1  125s
 48474 23327 16813.6452   81   32 16891.4000 15959.9165  5.51%  21.1  130s
 50646 24566 16335.1849   64   62 16891.4000 15962.8900  5.50%  21.2  135s
 52796 25841 16804.5858   70   59 16891.4000 15965.5186  5.48%  21.2  140s
 54465 26761 16018.1090   59   70 16891.4000 15967.2056  5.47%  21.3  145s
 56678 28090 16708.8792   74   53 16891.4000 15969.5918  5.46%  21.3  150s
 58944 29380 16157.8001   64   60 16891.4000 15972.0062  5.44%  21.3  155s
 61142 30615 16349.9926   65   66 16891.4000 15974.4305  5.43%  21.3  160s
 63271 31807 16648.1621   70   50 16891.4000 15976.7086  5.42%  21.4  165s
 65453 33023 16541.0503   68   57 16891.4000 15978.8412  5.40%  21.4  170s
 67673 34240 16786.0897   73   37 16891.4000 15980.6251  5.39%  21.5  175s
 69952 35500 16213.2298   61   68 16891.4000 15982.7702  5.38%  21.5  180s
 72242 36771 16341.3356   63   64 16891.4000 15984.6316  5.37%  21.4  185s
 73624 37521 16072.9239   58   70 16891.4000 15985.9079  5.36%  21.5  190s
 75711 38684 16816.4552   78   45 16891.4000 15987.7775  5.35%  21.5  195s
 77877 39943 16694.6650   77   40 16891.4000 15989.3833  5.34%  21.5  200s
 80007 41120 16593.9428   72   52 16891.4000 15991.2128  5.33%  21.5  205s
 82080 42282 16344.3831   64   60 16891.4000 15992.6707  5.32%  21.5  210s
 84249 43490 16011.7177   59   71 16891.4000 15994.5093  5.31%  21.5  215s
 86349 44685 16077.7542   64   62 16891.4000 15995.7824  5.30%  21.6  220s
 88279 45797 16776.7286   76   42 16891.4000 15997.1027  5.29%  21.6  225s
 90141 46846 16857.0050   78   31 16891.4000 15998.7032  5.28%  21.6  230s
 91988 47895 16559.5318   70   50 16891.4000 15999.8902  5.28%  21.6  235s
H92654 48256                    16891.399875 16000.3526  5.28%  21.6  236s
H92655 48257                    16891.399844 16000.3526  5.28%  21.6  238s
H92682 48274                    16891.399142 16000.3526  5.28%  21.6  238s
 93139 48525 16062.3576   56   72 16891.3991 16000.6911  5.27%  21.6  240s
H93878 48914                    16891.399101 16001.1528  5.27%  21.7  241s
 95195 49660     cutoff   74      16891.3991 16002.0344  5.27%  21.7  245s
 97176 50744 16391.8463   60   73 16891.3991 16003.1188  5.26%  21.7  250s
 99328 51903 16136.4560   60   63 16891.3991 16004.5733  5.25%  21.7  255s
 101462 53117 16737.7934   76   46 16891.3991 16005.8784  5.24%  21.7  260s
 103564 54251 16056.4653   62   67 16891.3991 16007.0006  5.24%  21.7  265s
 105699 55458 16211.8646   62   64 16891.3991 16008.0615  5.23%  21.8  270s
H106237 55736                    16891.399031 16008.2792  5.23%  21.7  271s
 107710 56538 16077.5213   66   67 16891.3990 16009.1412  5.22%  21.8  275s
H108373 56935                    16891.398972 16009.6084  5.22%  21.8  276s
 109813 57740 16865.5437   71   59 16891.3990 16010.3395  5.22%  21.8  280s
H110482 58135                    16891.398806 16010.7042  5.21%  21.8  282s
 111621 58750 16249.6443   66   58 16891.3988 16011.2897  5.21%  21.8  285s
 113752 59900 16780.3020   76   50 16891.3988 16012.5093  5.20%  21.8  290s
 115848 61111 16471.8966   69   56 16891.3988 16013.4667  5.20%  21.8  295s
 117906 62241 16602.0860   74   47 16891.3988 16014.4736  5.19%  21.8  300s
 120086 63421 16374.9417   71   58 16891.3988 16015.3830  5.19%  21.8  305s
 122225 64616 16752.2271   69   58 16891.3988 16016.4944  5.18%  21.8  310s
 124353 65735 16357.8912   68   58 16891.3988 16017.5337  5.17%  21.8  315s
 126488 66905 16673.0421   70   46 16891.3988 16018.3113  5.17%  21.8  320s
 128547 67974 16790.4363   78   49 16891.3988 16019.2211  5.16%  21.8  325s
 130594 69067 16820.5996   76   44 16891.3988 16020.2690  5.16%  21.8  330s
 132634 70186 16724.8599   71   49 16891.3988 16021.2502  5.15%  21.9  335s
 134785 71319 16587.9386   77   43 16891.3988 16022.0846  5.15%  21.9  340s
 136938 72495 16345.6774   62   63 16891.3988 16023.0453  5.14%  21.9  345s
 139043 73601 16239.6092   65   58 16891.3988 16023.9710  5.14%  21.9  350s
 141121 74704 16150.6196   61   68 16891.3988 16024.8117  5.13%  21.9  355s
 143178 75806 16209.7060   58   64 16891.3988 16025.6471  5.13%  21.9  360s
 145231 76925 16806.6857   70   47 16891.3988 16026.4295  5.12%  21.9  365s
 147288 78026 16058.8557   57   69 16891.3988 16027.4252  5.11%  21.9  370s
H147646 78213                    16891.398728 16027.5975  5.11%  21.9  371s
H147672 78223                    16891.398367 16027.6093  5.11%  21.9  372s
 148383 78630 16144.1579   62   64 16891.3984 16027.8864  5.11%  21.9  375s
 150467 79755     cutoff   74      16891.3984 16028.7555  5.11%  21.9  380s
 152551 80818 16296.7528   67   55 16891.3984 16029.5298  5.10%  21.9  385s
 154635 81929     cutoff   74      16891.3984 16030.2041  5.10%  21.9  390s
 156645 82990 16550.3749   81   44 16891.3984 16030.8772  5.09%  21.9  395s
 158771 84152 16646.3756   67   54 16891.3984 16031.6527  5.09%  21.9  400s
 160762 85230 16462.0375   66   55 16891.3984 16032.2723  5.09%  22.0  405s
 162870 86346 16884.7814   69   56 16891.3984 16033.1744  5.08%  22.0  410s
